,date,position
798,2019-07-01,"['CY909', 'CY907', 'TA907', 'CF001', 'CF003', 'AP907', 'CF911', 'CF907', 'TA908', 'CF909']"
799,2019-07-02,"['CY909', 'CY907', 'TA907', 'CY911', 'CY912', 'AP907', 'CF003', 'CF001', 'TA908', 'CF911']"
800,2019-07-03,"['CY909', 'CY907', 'TA907', 'CY912', 'CY911', 'TA908', 'AP907', 'TA909', 'CY002', 'CF003']"
801,2019-07-04,"['CY909', 'TA907', 'CY907', 'TA908', 'CY912', 'CY911', 'CY002', 'TA909', 'CY001', 'CY004']"
802,2019-07-05,"['CY909', 'TA907', 'AP907', 'CY907', 'TA908', 'CY912', 'CY002', 'TA909', 'CY911', 'CY001']"
803,2019-07-08,"['AP907', 'CY907', 'CY912', 'CY001', 'CY004', 'CY911', 'CY003', 'CF003', 'SM907', 'SM909']"
804,2019-07-09,"['CY001', 'CY912', 'CY004', 'CY003', 'CY911', 'CJ003', 'CJ001', 'CJ005', 'CJ912', 'SF911']"
805,2019-07-10,"['AP907', 'CJ003', 'CJ001', 'CJ005', 'CJ912', 'AP910', 'AP005', 'AP003', 'AP001', 'AP911']"
806,2019-07-11,"['CY912', 'TA912', 'TA002', 'AP910', 'AP005', 'AP003', 'AP001', 'AP911', 'AP912', 'RS907']"
807,2019-07-12,"['TA907', 'TA908', 'TA909', 'TA910', 'TA911', 'TA912', 'TA001', 'AP910', 'TA003', 'TA002']"
808,2019-07-15,"['TA909', 'TA911', 'AP910', 'TA001', 'SF910', 'SM908', 'CY910', 'RS911']"
809,2019-07-16,"['AP910', 'SF910', 'CY910', 'SR909', 'SR001', 'SR005', 'SR003', 'WH909', 'LR005', 'OI001']"
810,2019-07-17,"['AP910', 'CY910', 'SR909', 'SR001', 'SR005', 'SR003', 'WH909', 'LR005', 'OI003', 'OI001']"
811,2019-07-18,"['AP910', 'CY910', 'AP911', 'AP003', 'LR001', 'LR003', 'RI001', 'RI909', 'RI005', 'RI003']"
812,2019-07-19,"['CY910', 'WH909', 'LR001', 'LR003', 'RI911', 'RI001', 'RI003', 'RI005', 'RI909', 'OI005']"
813,2019-07-22,"['LR001', 'LR003', 'WH909', 'OI003', 'OI001', 'OI005', 'OI909', 'OI911']"
814,2019-07-23,"['CY912', 'CY911', 'CY910', 'SF912', 'SF908', 'LR003', 'LR001', 'OI003', 'OI001', 'RI911']"
815,2019-07-24,"['CY912', 'CY911', 'CY910', 'SR909', 'SR911', 'SF911', 'SR001', 'SR005', 'OI001', 'SR003']"
816,2019-07-25,"['CY912', 'CY911', 'CY910', 'SR909', 'SF911', 'SR001', 'SR005', 'OI001', 'SR003', 'OI005']"
817,2019-07-26,"['CY912', 'CY911', 'CY910', 'SR909', 'SM004', 'SR001', 'OI001', 'SR005', 'SR003', 'OI005']"
818,2019-07-29,"['CY911', 'CY912', 'CY910', 'SM004', 'SR909', 'SR001', 'SR005', 'SR003', 'OI911', 'RI911']"
819,2019-07-30,"['CY911', 'CY912', 'CY910', 'SM004', 'SR909', 'SR001', 'OI001', 'OI003', 'SR005', 'OI005']"
820,2019-07-31,"['CY911', 'CY912', 'CY910', 'SR001', 'OI001', 'OI003', 'SR005', 'SR003', 'OI005', 'OI909']"
821,2019-08-01,"['CY911', 'CY912', 'CY910', 'SM004', 'SR001', 'SR005', 'OI003', 'OI001', 'SR003', 'OI005']"
822,2019-08-02,"['CY911', 'CY912', 'CY910', 'SM004', 'SR001', 'SR005', 'SR003', 'OI003', 'OI911', 'RI911']"
823,2019-08-05,"['OI001', 'RI911', 'RI005', 'RI001', 'RI003', 'OI909', 'RI909', 'LR005', 'ZC002', 'LR911']"
824,2019-08-06,"['SR001', 'SR005', 'SM004', 'SR003', 'OI911', 'RI911', 'OI001', 'RI003', 'RI001', 'RI005']"
825,2019-08-07,"['SR001', 'SR005', 'SR003', 'OI911', 'SR911', 'RI911', 'OI001', 'RI003', 'RI001', 'RI005']"
826,2019-08-08,"['SR001', 'SR005', 'SR003', 'OI911', 'SR911', 'SR909', 'OI001', 'OI003', 'OI005', 'OI909']"
827,2019-08-09,"['SR001', 'SR005', 'SR003', 'OI911', 'SR911', 'RI911', 'RI003', 'RI001', 'RI005', 'OI001']"
828,2019-08-12,"['SR005', 'SR001', 'SR003', 'OI911', 'SR911', 'RI911', 'RI001', 'RI003', 'RI005', 'OI001']"
829,2019-08-13,"['SR005', 'SR001', 'SR003', 'OI911', 'SR911', 'OI001', 'RI911', 'RI003', 'RI001', 'RI005']"
830,2019-08-14,"['SR005', 'SR001', 'SR003', 'OI911', 'SR911', 'OI001', 'RI911', 'RI001', 'RI003', 'RI005']"
831,2019-08-15,"['SR005', 'SR001', 'SR003', 'OI911', 'OI001', 'RI911', 'RI001', 'RI005', 'RI003', 'SR911']"
832,2019-08-16,"['OI911', 'OI001', 'RI911', 'RI005', 'RI003', 'RI001', 'SR911', 'OI003', 'SR909', 'OI005']"
833,2019-08-19,"['CJ912', 'CJ003', 'CJ005', 'CJ001', 'OI911', 'OI001', 'RI911', 'OI003', 'RI003', 'RI001']"
834,2019-08-20,"['CJ912', 'CJ003', 'CJ005', 'CJ001', 'OI911', 'OI001', 'OI005', 'OI909', 'JR909', 'JR911']"
835,2019-08-21,"['CJ912', 'CJ001', 'OI001', 'OI911', 'OI003', 'OI005', 'OI909', 'JR909', 'JR911', 'SM910']"
836,2019-08-22,"['OI001', 'OI911', 'OI003', 'OI005', 'OI909', 'RI911', 'RI001', 'RI003', 'RI005', 'RI909']"
837,2019-08-23,"['OI001', 'OI911', 'OI003', 'OI005', 'OI909', 'SR909', 'SR911', 'JR909', 'JR911', 'RM001']"
838,2019-08-26,"['CJ005', 'OI001', 'OI003', 'OI911', 'OI005', 'OI909', 'SR909', 'SR911', 'JR909', 'JR911']"
839,2019-08-27,"['CJ003', 'OI001', 'OI003', 'OI911', 'OI005', 'OI909', 'JR909', 'JR911', 'RM001', 'PM909']"
840,2019-08-28,"['OI003', 'OI001', 'OI005', 'OI911', 'OI909', 'SM912', 'RI909', 'JR909', 'JR911', 'SM910']"
841,2019-08-29,"['OI003', 'OI005', 'OI911', 'OI909', 'JR909', 'JR911', 'PM001', 'PM909', 'RM001', 'RM003']"
842,2019-08-30,"['OI007', 'OI001', 'OI005', 'OI909', 'OI911', 'JR909', 'JR911', 'PM001', 'PM909', 'LR003']"
843,2019-09-02,"['SM912', 'JR909', 'JR911', 'SM910', 'LR003', 'SM909', 'SF909', 'FG909', 'LR007', 'FG910']"
844,2019-09-03,"['OI005', 'JR909', 'JR911', 'SM912', 'LR003', 'SM910', 'SF909', 'SM909', 'RM003', 'LR001']"
845,2019-09-04,"['JR909', 'JR911', 'LR003', 'SF909', 'RM001', 'RM003', 'SM910', 'RM005', 'RM007', 'SF910']"
846,2019-09-05,"['JR909', 'JR911', 'CY911', 'CY910', 'CY912', 'RM001', 'RM003', 'SF910', 'RM005', 'LR909']"
847,2019-09-06,"['CY911', 'CY910', 'CY912', 'SF910', 'LR909', 'LR005', 'WH005', 'LR911', 'CY909', 'ZC911']"
848,2019-09-09,"['CY911', 'CY910', 'CY912', 'CY909', 'SF910', 'SF912', 'WH005', 'ZC911', 'ZC002', 'ZC001']"
849,2019-09-10,"['CY911', 'CY910', 'CY912', 'CY909', 'JR909', 'JR911', 'LR001', 'LR909', 'JR007', 'JR003']"
850,2019-09-11,"['CY911', 'CY910', 'CY912', 'CY909', 'JR909', 'JR911', 'LR003', 'LR001', 'LR909', 'JR007']"
851,2019-09-12,"['CY911', 'CY910', 'CY912', 'CY909', 'JR909', 'JR911', 'LR003', 'LR909', 'LR001', 'CY003']"
852,2019-09-16,"['CY911', 'CY910', 'CY912', 'CY909', 'JR909', 'JR911', 'CY003', 'CY004', 'CY001', 'CY002']"
853,2019-09-17,"['CY911', 'CY910', 'CY912', 'CY004', 'CY003', 'CY001', 'CY002', 'CY006', 'LR001', 'LR003']"
854,2019-09-18,"['CY002', 'CY004', 'CY003', 'CY001', 'CY006', 'CF001', 'CY005', 'SF910', 'CF005', 'CF007']"
855,2019-09-19,"['SF910', 'LR001', 'LR005', 'SF004', 'MA001', 'MA912', 'MA911', 'MA002', 'SF001', 'TA007']"
856,2019-09-20,"['SF910', 'SF004', 'LR005', 'SF001', 'CY007', 'LR911', 'SF005', 'ZC002', 'FG003', 'FG004']"
857,2019-09-23,"['SF004', 'SF910', 'CY007', 'SF001', 'LR911', 'SF911', 'ZC004', 'SF003', 'WH911', 'RS911']"
858,2019-09-24,"['MA001', 'MA912', 'MA911', 'MA006', 'MA910', 'MA004', 'JR001', 'LR911', 'SF005', 'SF007']"
859,2019-09-25,"['MA912', 'MA001', 'MA002', 'MA911', 'MA003', 'JR003', 'MA006', 'MA005', 'MA910', 'MA004']"
860,2019-09-26,"['SF004', 'MA001', 'MA912', 'MA911', 'MA002', 'MA003', 'SF001', 'MA910', 'MA006', 'MA005']"
861,2019-09-27,"['SF004', 'MA001', 'MA912', 'MA911', 'MA002', 'MA003', 'MA910', 'SF001', 'MA004', 'MA005']"
862,2019-09-30,"['SF004', 'MA003', 'JR001', 'LR911', 'JR003', 'JR005', 'SR007', 'FG912', 'FG001', 'FG005']"
863,2019-10-08,"['MA912', 'MA001', 'MA911', 'MA002', 'MA910', 'MA003', 'MA005', 'LR911', 'MA007', 'JR005']"
864,2019-10-09,"['MA912', 'MA001', 'MA911', 'MA002', 'MA910', 'LR911', 'MA006', 'MA003', 'MA005', 'MA007']"
865,2019-10-10,"['MA001', 'MA911', 'MA002', 'LR911', 'MA910', 'RS911', 'FG910', 'SR007', 'FG912', 'FG004']"
866,2019-10-11,"['SF004', 'RS911', 'FG910', 'SF003', 'SR007', 'RS007', 'RS008', 'RM007', 'RM005', 'SF002']"
867,2019-10-14,"['SF004', 'FG910', 'RS007', 'SF003', 'SR911', 'SR007', 'RM007', 'RM005', 'ZC910', 'RM003']"
868,2019-10-15,"['SF004', 'RS007', 'FG910', 'SF003', 'RM007', 'RM005', 'RM003', 'RM001', 'SF912', 'RM911']"
869,2019-10-16,"['SF004', 'CY006', 'FG910', 'SF003', 'RS007', 'SF912', 'UR008', 'RM008', 'CJ007', 'CJ003']"
870,2019-10-17,"['CY006', 'FG910', 'RS007', 'JR005', 'RM003', 'SF912', 'AP910', 'RM008', 'RM911', 'OI911']"
871,2019-10-18,"['CY006', 'AP910', 'JR005', 'AP911', 'OI911', 'SM912', 'AP912', 'SM004', 'SM002']"
872,2019-10-21,"['AP910', 'FG910', 'AP911', 'JR005', 'RM003', 'RM005', 'RM007', 'RM001', 'FG911', 'WH007']"
873,2019-10-22,"['AP911', 'CY005', 'JR005', 'RM003', 'RM005', 'RM001', 'RM007', 'FG911', 'SR001', 'SR003']"
874,2019-10-23,"['AP911', 'AP912', 'CY005', 'RM003', 'RM005', 'RM001', 'RM007', 'FG911', 'RM008', 'SR911']"
875,2019-10-24,"['AP911', 'SF004', 'SF003', 'AP912', 'RS007', 'FG911', 'RM005', 'RM003', 'RM007', 'RM001']"
876,2019-10-25,"['AP911', 'AP912', 'RS007', 'FG911', 'RM008', 'CJ007', 'CJ005', 'AP007', 'FG912', 'CJ003']"
877,2019-10-28,"['AP911', 'AP912', 'RS007', 'CJ007', 'OI911', 'CF007', 'CJ005', 'AP007', 'CF003', 'CF005']"
878,2019-10-29,"['AP911', 'RS007', 'CF007', 'CF005', 'CF003', 'CF001', 'CJ007', 'FG911', 'CY002', 'CJ005']"
879,2019-10-30,"['AP911', 'AP912', 'CF003', 'CF005', 'RS007', 'CF001', 'CY002', 'CY911', 'CY001', 'CF911']"
880,2019-10-31,"['AP911', 'CY005', 'AP912', 'CF003', 'CF007', 'CF005', 'CF001', 'CY911', 'CY002', 'CY001']"
881,2019-11-01,"['AP911', 'CY005', 'AP912', 'CF003', 'CF007', 'CF005', 'CF001', 'CY911', 'CY002', 'CF911']"
882,2019-11-04,"['CY005', 'CF003', 'CF007', 'CF005', 'CF001', 'CF911', 'CJ007', 'CJ005', 'CJ003', 'CJ001']"
883,2019-11-05,"['AP911', 'AP912', 'CF003', 'CF007', 'CF005', 'CF001', 'CF911', 'CJ007', 'CJ005', 'CJ003']"
884,2019-11-06,"['AP911', 'AP912', 'CF007', 'CJ007', 'CJ005', 'CJ003', 'CY005', 'CJ001', 'CJ912', 'AP001']"
885,2019-11-07,"['AP911', 'AP912', 'CY911', 'CF003', 'CY001', 'CY002', 'CF007', 'CF005', 'CF001', 'CF911']"
886,2019-11-08,"['AP911', 'AP912', 'RS007', 'AP001', 'AP003', 'AP007', 'AP005', 'OI003', 'WH003', 'CY004']"
887,2019-11-11,"['AP911', 'AP912', 'CJ007', 'CJ003', 'CJ001', 'CJ005', 'CJ912', 'CF911', 'CJ009', 'AP001']"
888,2019-11-12,"['AP912', 'CJ007', 'CJ003', 'CJ001', 'CJ005', 'CJ912', 'CJ009', 'AP001', 'OI911', 'AP003']"
889,2019-11-13,"['AP912', 'CJ007', 'CJ003', 'CJ001', 'CJ005', 'CJ912', 'CJ009', 'OI911', 'OI001', 'OI005']"
890,2019-11-14,"['AP912', 'CJ007', 'CJ003', 'CJ005', 'CJ001', 'CJ912', 'CJ009', 'CY008', 'OI911', 'AP005']"
891,2019-11-15,"['AP912', 'CJ007', 'CJ003', 'CJ005', 'CJ009', 'CJ001', 'CJ912', 'CY008', 'OI003', 'CY007']"
892,2019-11-18,"['CJ007', 'CJ009', 'CJ003', 'CJ005', 'CJ001', 'CJ912', 'CY008', 'CY007', 'CY004', 'CY003']"
893,2019-11-19,"['CJ009', 'CJ007', 'CY008', 'CJ003', 'CJ005', 'CJ001', 'CJ912', 'CY007', 'CY003', 'CY004']"
894,2019-11-20,"['OI003', 'OI001', 'SF007', 'WH001', 'JR009', 'JR005', 'JR007', 'JR003', 'JR001', 'ZC004']"
895,2019-11-21,"['OI003', 'JR009', 'JR005', 'JR007', 'JR001', 'JR003', 'ZC009', 'UR009', 'ZC004', 'ZC002']"
896,2019-11-22,"['OI003', 'WH007', 'JR009', 'CY006', 'SF009', 'ZC004', 'ZC002', 'SF005', 'UR007', 'SF004']"
897,2019-11-25,"['CY006', 'WH007', 'JR009', 'ZC001', 'UR009', 'ZC004', 'ZC002', 'ZC006', 'UR007', 'UR006']"
898,2019-11-26,"['CY006', 'WH007', 'WH009', 'SF009', 'SF005', 'ZC001', 'ZC009', 'ZC005', 'ZC007', 'UR009']"
899,2019-11-27,"['CY008', 'WH007', 'CY009', 'WH009', 'SF009', 'SF005', 'SF001', 'UR009', 'UR008', 'ZC004']"
900,2019-11-28,"['WH007', 'WH003', 'WH009', 'SF009', 'SF005', 'SF003', 'SF001', 'UR009', 'UR008', 'UR007']"
901,2019-11-29,"['WH007', 'WH003', 'WH009', 'SF003', 'UR008', 'UR007', 'SF002', 'ZC912', 'UR006', 'UR003']"
902,2019-12-02,"['WH007', 'WH003', 'SF003', 'SF001', 'SF004', 'WH001', 'SF002', 'ZC912', 'ZC010', 'TA008']"
903,2019-12-03,"['WH007', 'SF003', 'WH001', 'FG912', 'ZC001', 'ZC002', 'ZC003', 'ZC007', 'ZC005', 'ZC912']"
904,2019-12-04,"['SF003', 'SM005', 'SM001', 'SM009', 'SM008', 'SM912', 'SM003', 'WH001', 'WH005', 'FG912']"
905,2019-12-05,"['SF003', 'SM005', 'SM001', 'SM009', 'SM008', 'WH001', 'FG912', 'UR009', 'TA004', 'TA912']"
906,2019-12-06,"['AP001', 'SM005', 'SM009', 'WH005', 'SM008', 'TA912', 'WH001', 'TA004', 'UR008', 'TA001']"
907,2019-12-09,"['AP001', 'SM005', 'SM001', 'SM009', 'SM912', 'UR001', 'SM008', 'TA004', 'UR002', 'TA002']"
908,2019-12-10,"['WH007', 'WH009', 'AP001', 'OI005', 'WH005', 'SM005', 'UR001', 'SM001', 'UR002', 'TA004']"
909,2019-12-11,"['WH007', 'CJ912', 'WH003', 'WH009', 'AP001', 'WH005', 'UR001', 'UR002', 'SM912', 'TA004']"
910,2019-12-12,"['CJ912', 'WH007', 'WH003', 'AP001', 'WH009', 'WH005', 'SM006', 'UR001', 'SM912', 'SM008']"
911,2019-12-13,"['CJ912', 'WH007', 'AP001', 'WH003', 'CY912', 'SM006', 'SM008', 'SM912', 'WH005', 'SM005']"
912,2019-12-16,"['AP001', 'SM008', 'SM006', 'SM005', 'SM001', 'TA006', 'TA004', 'TA005', 'TA002', 'TA003']"
913,2019-12-17,"['AP001', 'AP005', 'AP007', 'AP003', 'SM008', 'SM006', 'SM005', 'SM001', 'TA006', 'TA004']"
914,2019-12-18,"['AP001', 'AP005', 'AP007', 'AP003', 'SM008', 'SM005', 'SM009', 'TA006', 'TA005', 'TA004']"
915,2019-12-19,"['AP003', 'SM008', 'SM005', 'SM009', 'SM001', 'TA006', 'TA005', 'TA004', 'TA002', 'TA003']"
916,2019-12-20,"['SM008', 'SM005', 'SM009', 'SM001', 'SM002', 'SM010', 'SM007', 'FG010', 'SF006', 'FG009']"
917,2019-12-23,"['SM008', 'SM005', 'SM009', 'SM006', 'SM001', 'SM010', 'SM002', 'SM007', 'UR001', 'SF006']"
918,2019-12-24,"['SM008', 'AP001', 'SM005', 'SM009', 'SM006', 'SM001', 'AP003', 'SM010', 'SM002', 'CY007']"
919,2019-12-25,"['SM008', 'SM006', 'CY005', 'CY007', 'CF007', 'CF003', 'CF005', 'CF009', 'TA005', 'TA004']"
920,2019-12-26,"['SM008', 'SM006', 'CF003', 'TA005', 'TA004', 'TA010', 'TA008', 'TA007', 'TA006', 'TA002']"
921,2019-12-27,"['SM008', 'SM002', 'CF001', 'OI005', 'TA004', 'TA005', 'TA008', 'TA010', 'TA002', 'TA009']"
922,2019-12-30,"['SM008', 'CY006', 'CY005', 'CY007', 'SM005', 'SM009', 'CF003', 'CF007', 'CF009', 'CF005']"
923,2019-12-31,"['SM008', 'CY006', 'CY005', 'CY007', 'CF003', 'CF007', 'SM005', 'CF009', 'CF005', 'SM009']"
924,2020-01-02,"['CY006', 'CY005', 'CY007', 'CF003', 'CF007', 'CF009', 'CF005', 'CF001', 'CY008', 'CY010']"
925,2020-01-03,"['CY006', 'CY011', 'CY005', 'CY007', 'CF003', 'CF007', 'CF009', 'CF005', 'CF011', 'CF001']"
926,2020-01-06,"['CY011', 'CY006', 'CY005', 'CY007', 'SM008', 'CF003', 'CF007', 'CF009', 'CF005', 'CF011']"
927,2020-01-07,"['CY011', 'CY006', 'CF003', 'CF007', 'CF001', 'CF011', 'CY010', 'CY009', 'OI005', 'OI009']"
928,2020-01-08,"['CY011', 'CY005', 'CY007', 'CF003', 'CF007', 'CF001', 'CF009', 'CF011', 'CF005', 'CY009']"
929,2020-01-09,"['CY011', 'CY005', 'CF003', 'CY009', 'CF001', 'CF007', 'CY007', 'CF011', 'CF009', 'CF005']"
930,2020-01-10,"['CY011', 'CY006', 'CY009', 'CF003', 'CY005', 'CF001', 'CF007', 'CF011', 'CF005', 'CF009']"
931,2020-01-13,"['CY011', 'CY009', 'CY006', 'CF003', 'CF001', 'CY005', 'CF007', 'CF011', 'CF005', 'CF009']"
932,2020-01-14,"['CY011', 'CY009', 'CY006', 'CF003', 'CF001', 'CY005', 'CF011', 'CF007', 'CF005', 'CF009']"
933,2020-01-15,"['CY006', 'OI005', 'SR005', 'SR007', 'OI009', 'SR003', 'SR009', 'OI011', 'SR011', 'OI007']"
934,2020-01-16,"['SR005', 'SR007', 'SR003', 'SR009', 'SR011', 'OI009', 'OI011', 'MA002', 'OI007', 'MA003']"
935,2020-01-17,"['SR005', 'SR007', 'SR003', 'SR009', 'SR011', 'MA002', 'MA003', 'OI007', 'MA004', 'MA005']"
936,2020-01-20,"['MA002', 'WH003', 'RS008', 'FG003', 'WH011', 'AP011', 'AP010']"
937,2020-01-21,"['MA011', 'RS008', 'FG003', 'UR011', 'AP010', 'AP011']"
938,2020-01-22,"['MA009', 'RS008', 'MA011', 'MA010', 'SF010', 'UR011', 'WH005', 'UR003', 'RS009', 'UR002']"
939,2020-01-23,"['SM002', 'SF010', 'SF011', 'UR011', 'WH007', 'UR008', 'WH005', 'SM011']"
940,2020-02-03,"['SM002', 'SM004', 'SF010', 'SF011', 'SF008', 'UR011', 'UR008', 'SM011']"
941,2020-02-04,"['SM002', 'SM004', 'SM003', 'SF010', 'SF011', 'WH003', 'WH011', 'SF006', 'WH007', 'WH005']"
942,2020-02-05,"['SM002', 'SF011', 'SF010', 'SM003', 'SM004', 'WH011', 'WH003', 'SF006', 'WH007', 'WH005']"
943,2020-02-06,"['SM002', 'SF011', 'SM003', 'SF010', 'SF002', 'WH011', 'WH003', 'SM006', 'SF003', 'SF006']"
944,2020-02-07,"['SF011', 'SF002', 'SM006', 'WH011', 'SM010', 'SM011', 'SF003', 'SF006', 'SM007', 'WH007']"
945,2020-02-10,"['SM011', 'SM010', 'SF003', 'SF006', 'SF004', 'ZC004', 'ZC003', 'ZC010', 'ZC012', 'ZC008']"
946,2020-02-11,"['SM011', 'SF003', 'SF004', 'WH007', 'WH005', 'JR011', 'JR009', 'JR005', 'JR003', 'ZC004']"
947,2020-02-12,"['SM002', 'SM011', 'SM005', 'SF003', 'SM012', 'SM007', 'SM009', 'SM003', 'SM008', 'SF004']"
948,2020-02-13,"['SF003', 'WH005', 'SF009', 'SM004', 'JR011', 'AP010', 'ZC004', 'UR008', 'ZC007', 'ZC010']"
949,2020-02-14,"['SF003', 'WH005', 'PM007', 'JR011', 'AP010', 'UR008', 'PM009', 'ZC004', 'PM005', 'PM003']"
950,2020-02-17,"['SF003', 'RS009', 'PM007', 'PM009', 'PM005', 'PM003', 'AP010', 'UR008', 'ZC010', 'ZC012']"
951,2020-02-18,"['WH011', 'PM007', 'RS009', 'WH005', 'WH007', 'JR011', 'WH009', 'PM009', 'PM005', 'PM003']"
952,2020-02-19,"['WH011', 'PM007', 'JR011', 'PM009', 'PM005', 'PM003', 'WH009', 'JR009', 'JR005', 'UR008']"
953,2020-02-20,"['AP010', 'WH011', 'AP012', 'AP011', 'UR008', 'RI009', 'RI011', 'JR007', 'OI003', 'RM003']"
954,2020-02-21,"['AP010', 'AP012', 'AP011', 'OI003', 'RI011', 'RI009', 'CJ009', 'CJ007', 'SR011', 'RM008']"
955,2020-02-24,"['SF003', 'AP010', 'AP012', 'AP011', 'CJ009', 'CJ007', 'RI011', 'UR008', 'CJ005', 'RM003']"
956,2020-02-25,"['SF003', 'AP010', 'AP012', 'AP011', 'UR008', 'SR011', 'SR009', 'UR012', 'UR005', 'SR007']"
957,2020-02-26,"['AP010', 'AP012', 'AP011', 'OI003', 'CJ003', 'CJ005', 'UR008', 'SR009', 'UR005', 'UR012']"
958,2020-02-27,"['AP010', 'AP012', 'AP011', 'OI003', 'CJ003', 'UR008', 'UR005', 'UR012', 'UR003', 'UR006']"
959,2020-02-28,"['AP012', 'OI003', 'CJ003', 'RM005', 'RM007', 'UR003', 'UR004', 'UR006', 'RM009', 'RM011']"
960,2020-03-02,"['RI011', 'RM003', 'RM005', 'RM007', 'RM009', 'RM011', 'FG003', 'FG004', 'SA012', 'SF007']"
961,2020-03-03,"['CJ003', 'CJ005', 'CJ007', 'CJ009', 'RI011', 'UR008', 'RM003', 'UR004', 'RM005', 'RM007']"
962,2020-03-04,"['CY004', 'CJ005', 'CJ007', 'CJ009', 'RI011', 'RM003', 'UR004', 'UR008', 'UR005', 'RM005']"
963,2020-03-05,"['AP010', 'CY004', 'CJ005', 'CJ007', 'CJ009', 'RM003', 'UR004', 'UR003', 'UR005', 'RM005']"
964,2020-03-06,"['AP011', 'AP012', 'AP010', 'CY004', 'CJ005', 'RM003', 'AP007', 'UR003', 'UR004', 'RI011']"
965,2020-03-09,"['AP012', 'AP011', 'AP010', 'UR003', 'UR004', 'UR005', 'CY004', 'UR010', 'UR007', 'UR011']"
966,2020-03-10,"['AP012', 'AP011', 'RS007', 'AP007']"
967,2020-03-11,"['RS007', 'SA012', 'RS008', 'AP007', 'RS009']"
968,2020-03-12,"['RS007', 'FG003', 'FG004', 'LR007', 'LR005', 'LR003', 'RS008', 'ZC011', 'RS009', 'FG005']"
969,2020-03-13,"['FG003', 'FG004', 'RS008', 'SF008', 'SM004', 'SM010', 'SM012', 'SM009', 'SM003', 'SM005']"
970,2020-03-16,"['RS007', 'ZC011', 'ZC009', 'RI005', 'RI007', 'SF008', 'SM004', 'WH007', 'SM010', 'SM011']"
971,2020-03-17,"['RS007', 'RS009', 'SF008', 'PM007', 'SM004', 'WH005', 'SM010', 'WH007', 'SM012', 'SM011']"
972,2020-03-18,"['RS007', 'ZC004', 'SM004', 'SM010', 'SM012', 'SM011', 'SM009', 'SM005', 'SM101', 'SM006']"
973,2020-03-19,"['RS007', 'SM004', 'SM010', 'RI005', 'RI007', 'SF008', 'SM012', 'SM011', 'SM005', 'SM009']"
974,2020-03-20,"['RS009', 'SM010', 'SM004', 'SM005', 'SM012', 'SM011', 'SM009', 'SM101', 'WH005', 'SM006']"
975,2020-03-23,"['RS007', 'RS009', 'SM010', 'SM005', 'SM012', 'SM011', 'SM009', 'SM006', 'SM101', 'WH005']"
976,2020-03-24,"['RS007', 'RS009', 'SM006', 'WH005', 'WH007', 'WH101', 'WH009', 'SM008', 'JR005']"
977,2020-03-25,"['RS007', 'SM006', 'SM005', 'RS009', 'SM012', 'SM011', 'SM009', 'SM101', 'SM008', 'RI005']"
978,2020-03-26,"['SM006', 'RS007', 'SM005', 'SM010', 'SM008', 'SM012', 'SM011', 'SM101', 'SM009', 'RS009']"
979,2020-03-27,"['SM006', 'SM005', 'SM008', 'SM010', 'SM012', 'SM011', 'SM101', 'SM009', 'SM007', 'SM004']"
980,2020-03-30,"['SM005', 'SM006', 'SM008', 'SM010', 'SM012', 'SM011', 'SM101', 'SM009', 'SM007', 'SM004']"
981,2020-03-31,"['SM005', 'SM008', 'SM006', 'SM010', 'SM011', 'SM101', 'SM012', 'SM009', 'SM007', 'SM004']"
982,2020-04-01,"['SM008', 'SM005', 'SM010', 'SM101', 'SM011', 'SM009', 'SM004', 'RM005', 'RM007', 'RS009']"
983,2020-04-02,"['SM007', 'WH005', 'PM007', 'WH009', 'JR005', 'LR007', 'LR005', 'PM009', 'JR011', 'WH007']"
984,2020-04-03,"['SM007', 'RS009', 'PM009', 'RI005', 'RI007', 'WH011', 'WH007', 'RI009', 'RI011', 'RI101']"
985,2020-04-07,"['SM007', 'WH011', 'WH007', 'SF010', 'MA006', 'SF012', 'TA101', 'TA011', 'TA004', 'TA010']"
986,2020-04-08,"['SM008', 'SM007', 'SM006', 'SM009', 'SM010', 'SM011', 'SM101', 'SM012', 'AP010', 'WH009']"
987,2020-04-09,"['SM008', 'SM007', 'SM006', 'SM009', 'SM011', 'SM010', 'SM101', 'SM102', 'SM012', 'AP010']"
988,2020-04-10,"['SM008', 'SM007', 'SM009', 'SM011', 'SM010', 'SM101', 'AP010', 'AP101', 'JR009', 'AP011']"
989,2020-04-13,"['SM008', 'SM007', 'SM005', 'SM009', 'SM006', 'SM011', 'SM010', 'SM101', 'AP010', 'SM102']"
990,2020-04-14,"['SM007', 'SM008', 'SM005', 'SM009', 'SM006', 'SM011', 'SM010', 'AP010', 'SM101', 'AP101']"
991,2020-04-15,"['SM007', 'SM008', 'SM005', 'SM009', 'SM011', 'SM010', 'SM004', 'CY008', 'CY007', 'PM007']"
992,2020-04-16,"['SM007', 'SM008', 'SM009', 'SM011', 'CY008', 'CY007', 'WH011', 'UR006', 'UR005', 'SA010']"
993,2020-04-17,"['SM007', 'SM009', 'UR006', 'UR005', 'SA010', 'ZC101', 'SA011', 'SA101', 'SA008', 'SA009']"
994,2020-04-20,"['SM007', 'SM009', 'OI005', 'SF010', 'SF012', 'SF007', 'CF005', 'SF009', 'SF101', 'SA010']"
