,date,position
405,2017-11-16,"['SM807', 'SM808', 'SM803', 'SM802', 'SM806', 'TA802', 'TA801', 'TA712', 'TA803', 'TA804']"
406,2017-11-17,"['SM807', 'SM808', 'SM803', 'SM802', 'SM806', 'TA802', 'TA712', 'TA801', 'TA804', 'TA806']"
407,2017-11-20,"['SM803', 'SM802', 'SM804', 'TA712', 'TA801', 'SM809', 'SM805', 'MA801', 'MA712', 'SR903']"
408,2017-11-21,"['SM803', 'SM802', 'SM804', 'TA802', 'TA801', 'SM809', 'SM805', 'SF804', 'TA804', 'RS807']"
409,2017-11-22,"['SM803', 'SM802', 'SM804', 'SM809', 'SM805', 'TA804', 'TA806', 'TA805', 'MA801', 'TA807']"
410,2017-11-23,"['SM809', 'SM805', 'TA803', 'TA804', 'TA805', 'TA806', 'TA809', 'TA808', 'MA801', 'TA807']"
411,2017-11-24,"['SM804', 'SM805', 'TA803', 'TA804', 'TA805', 'TA806', 'TA809', 'SM801', 'TA808', 'MA801']"
412,2017-11-27,"['SM804', 'SM809', 'SM805', 'SM801', 'SM712', 'TA803', 'TA804', 'TA805', 'TA806', 'TA809']"
413,2017-11-28,"['SM804', 'SM809', 'SM801', 'SM712', 'SM805', 'TA802', 'TA803', 'CY807', 'TA806', 'TA807']"
414,2017-11-29,"['SM803', 'SM804', 'SM801', 'SM712', 'SM809', 'SM805', 'FG712', 'FG809', 'FG807', 'FG804']"
415,2017-11-30,"['SM803', 'SM712', 'SM801', 'SM804', 'SM802', 'SM809', 'SM805', 'FG712', 'FG805', 'FG809']"
416,2017-12-01,"['SM712', 'SM803', 'SM801', 'SM804', 'SM802', 'SF801', 'FG712', 'FG805', 'FG809', 'FG806']"
417,2017-12-04,"['SM712', 'SM801', 'SM803', 'SM804', 'SF801', 'SM802', 'CY807', 'SF802', 'FG712', 'CY809']"
418,2017-12-05,"['SM712', 'SM803', 'SM801', 'SM804', 'SF712', 'SF801', 'SM802', 'SM805', 'SM809', 'SF803']"
419,2017-12-06,"['SM712', 'SM803', 'SM804', 'SM801', 'SF712', 'SF801', 'SM802', 'SF803', 'SF802', 'SM805']"
420,2017-12-07,"['SM803', 'SM712', 'SF712', 'SM804', 'SM801', 'SF801', 'SF802', 'SF803', 'SM802', 'SF804']"
421,2017-12-08,"['SM803', 'SF712', 'SM804', 'SM712', 'SM801', 'SF801', 'SF802', 'SF804', 'SF803', 'SM802']"
422,2017-12-11,"['SF712', 'SM803', 'SM804', 'SF801', 'SM712', 'SM801', 'SF802', 'SF803', 'SF804', 'SM802']"
423,2017-12-12,"['SM803', 'SF712', 'SM804', 'SF801', 'SM801', 'SM712', 'SF802', 'SF803', 'SM802', 'SF810']"
424,2017-12-13,"['SM803', 'SF712', 'SM804', 'SF801', 'SM801', 'SM712', 'SF802', 'SF803', 'SM802', 'SF806']"
425,2017-12-14,"['SM803', 'SM804', 'SM801', 'SF802', 'SM712', 'SF803', 'SM802', 'CY810', 'SM806', 'SF810']"
426,2017-12-15,"['CY810', 'SM806', 'SM809', 'MA803', 'MA802', 'MA801', 'CY801', 'CY804', 'CY803', 'SM810']"
427,2017-12-18,"['CY810', 'MA803', 'MA802', 'MA801', 'CY801', 'CY804', 'CY805', 'CY803', 'CY808', 'CY806']"
428,2017-12-19,"['CY810', 'MA803', 'MA801', 'MA804', 'CY805', 'MA805', 'MA806', 'CF809', 'CY808', 'CY806']"
429,2017-12-20,"['SM806', 'MA803', 'MA802', 'MA801', 'CY804', 'CY803', 'MA804', 'MA805', 'MA806', 'CY808']"
430,2017-12-21,"['SF801', 'SM806', 'SM805', 'SM807', 'SM808', 'MA803', 'SM810', 'MA802', 'MA801', 'CY804']"
431,2017-12-22,"['SF802', 'SF801', 'SF803', 'SM801', 'SF804', 'SM802', 'SM806', 'SM807', 'SM808', 'SM810']"
432,2017-12-25,"['SF802', 'SM806', 'SM807', 'SM808', 'SM810', 'CY804', 'CY803', 'MA801', 'CY801', 'MA806']"
433,2017-12-26,"['JR805', 'JR801', 'JR809', 'JR807', 'JR803', 'RI805', 'RI803', 'RI809', 'ZC802', 'ZC807']"
434,2017-12-27,"['JR805', 'JR801', 'JR809', 'JR807', 'JR803', 'RI805', 'ZC802', 'ZC803', 'ZC807', 'ZC809']"
435,2017-12-28,"['RI805', 'RM801', 'ZC803', 'RI807', 'LR801', 'LR803', 'LR805', 'LR807', 'LR809', 'WH809']"
436,2017-12-29,"['SM810', 'RM801', 'LR803', 'LR801', 'LR807', 'LR809', 'LR805', 'WH805']"
437,2018-01-02,"['SM810', 'JR805', 'JR801', 'JR809', 'LR803', 'LR801', 'LR807', 'LR809', 'TA803', 'TA804']"
438,2018-01-03,"['JR805', 'JR801', 'JR811', 'JR809', 'JR803', 'LR803', 'LR801', 'LR807', 'LR809', 'LR811']"
439,2018-01-04,"['JR805', 'JR801', 'JR811', 'JR809', 'JR803', 'LR803', 'LR801', 'LR807', 'LR809', 'LR811']"
440,2018-01-05,"['JR805', 'JR801', 'JR811', 'JR809', 'LR803', 'LR801', 'JR803', 'LR807', 'LR809', 'LR811']"
441,2018-01-08,"['JR805', 'JR801', 'JR811', 'JR809', 'LR803', 'LR801', 'LR809', 'LR811', 'LR807', 'JR803']"
442,2018-01-09,"['TA803', 'TA805', 'TA806', 'TA804', 'TA801', 'TA810', 'TA808', 'TA809', 'TA807', 'TA802']"
443,2018-01-10,"['TA803', 'TA805', 'TA806', 'TA804', 'TA801', 'TA810', 'TA808', 'TA809', 'TA807', 'TA811']"
444,2018-01-11,"['TA805', 'TA803', 'TA806', 'TA804', 'TA801', 'TA810', 'TA808', 'TA809', 'TA807', 'TA811']"
445,2018-01-12,"['TA805', 'TA806', 'TA804', 'TA801', 'TA810', 'TA808', 'TA807', 'TA811', 'TA802', 'CY810']"
446,2018-01-15,"['CY811', 'TA808', 'CY810', 'TA802', 'TA811', 'MA801', 'CF809', 'CF805', 'CF811', 'CF807']"
447,2018-01-16,"['TA803', 'TA804', 'TA810', 'TA808', 'CF807', 'CF805', 'CF809', 'ZC803', 'FG803', 'WH809']"
448,2018-01-17,"['TA809', 'CF807', 'MA807', 'ZC803', 'ZC807', 'ZC811', 'ZC804', 'WH809', 'OI811', 'SF807']"
449,2018-01-18,"['ZC803', 'WH803', 'OI811', 'WH805', 'ZC807', 'ZC804', 'ZC805', 'ZC809', 'ZC808', 'WH809']"
450,2018-01-19,"['CY810', 'CF807', 'CF809', 'CF805', 'CF811', 'CF803', 'FG803', 'ZC803', 'ZC802', 'WH803']"
451,2018-01-22,"['CF809', 'CF807', 'CY810', 'CF805', 'CF811', 'CF803', 'TA802', 'CY811', 'TA807', 'SM810']"
452,2018-01-23,"['CF809', 'CY810', 'CF807', 'CF805', 'CF811', 'CF803', 'TA802', 'CY811', 'TA810', 'TA803']"
453,2018-01-24,"['CF809', 'CY810', 'CF807', 'CF805', 'CF811', 'CF803', 'CY811', 'TA802', 'CY808', 'TA807']"
454,2018-01-25,"['CF809', 'CF807', 'CY810', 'CF805', 'CF811', 'CY811', 'CY808', 'CF803', 'SM803', 'SM804']"
455,2018-01-26,"['CY808', 'CY811', 'CF809', 'CF807', 'CF805', 'CF811', 'SM803', 'CF803', 'SM804', 'SM802']"
456,2018-01-29,"['CY808', 'CY811', 'CY810', 'CF809', 'CF807', 'CF805', 'CF803', 'CF811', 'CY805', 'CY807']"
457,2018-01-30,"['CY808', 'CY811', 'SM803', 'SM804', 'SM802', 'CY810', 'SM806', 'SM805', 'SM808', 'SM807']"
458,2018-01-31,"['SM803', 'SM804', 'SM802', 'SM806', 'SM805', 'SM808', 'SM807', 'SF807', 'SF806', 'SF808']"
459,2018-02-01,"['SF807', 'SF808', 'SF806', 'RS807', 'ZC803', 'LR805', 'ZC802', 'ZC812', 'ZC807', 'ZC810']"
460,2018-02-02,"['SM803', 'SM804', 'SM802', 'SM806', 'SM805', 'SM808', 'SM807', 'SM811', 'SM809', 'SM810']"
461,2018-02-05,"['SM803', 'SM804', 'SM802', 'SM806', 'SM805', 'SM808', 'SM807', 'SM811', 'SM809', 'SM810']"
462,2018-02-06,"['SM803', 'SM804', 'SM802', 'SF804', 'SM806', 'SM805', 'SM808', 'SM807', 'SM811', 'SF808']"
463,2018-02-07,"['CY808', 'SM803', 'SM804', 'SM802', 'SM806', 'SM805', 'SM808', 'SM807', 'SM811', 'SF808']"
464,2018-02-08,"['SF804', 'SM807', 'SF808', 'SM809', 'SF802', 'RS807', 'SM812', 'RS809', 'FG802', 'RM805']"
465,2018-02-09,"['SF804', 'RS807', 'SF802', 'RS809', 'WH803', 'FG802', 'RM805', 'RM807', 'RM811', 'RM809']"
466,2018-02-12,"['RS809', 'RM805', 'RM807', 'RM808', 'RM811', 'RM809', 'RM803', 'JR807', 'JR809', 'JR811']"
467,2018-02-13,"['RS807', 'RM805', 'RM803', 'RM808', 'RM807', 'RM811', 'RM809', 'SR811', 'SF812', 'SR901']"
468,2018-02-14,"['SM807', 'RS807', 'RM805', 'RM803', 'RM807', 'RM808', 'RM809', 'RM811', 'SR809', 'SR807']"
469,2018-02-22,"['SM807', 'RS807', 'RM805', 'RM803', 'RM807', 'RM808', 'RM809', 'RM811', 'FG807', 'SF812']"
470,2018-02-23,"['SM807', 'RS807', 'SM812', 'RM805', 'RM803', 'RM807', 'RM808', 'RM809', 'RM811', 'TA803']"
471,2018-02-26,"['SM807', 'SF808', 'SM812', 'RM805', 'SF812', 'RM803', 'RM807', 'TA803', 'WH803', 'RM808']"
472,2018-02-27,"['SM807', 'SF808', 'SM809', 'SM812', 'SM810', 'SF812', 'TA803', 'RM805', 'RM803', 'RM807']"
473,2018-02-28,"['SM807', 'SF808', 'SM809', 'TA803', 'SF812', 'RM803', 'RM805', 'RM807', 'RM808', 'RM809']"
474,2018-03-01,"['SM807', 'SM803', 'SM804', 'SM806', 'SM808', 'SM805', 'SM809', 'SM812', 'TA803', 'SF812']"
475,2018-03-02,"['SM807', 'SM803', 'SM804', 'SM806', 'SM808', 'SM811', 'SM812', 'SM810', 'SM805', 'SM809']"
476,2018-03-05,"['SM807', 'SM803', 'SM804', 'SM806', 'SM808', 'SM811', 'SM812', 'SM805', 'SM810', 'SM809']"
477,2018-03-06,"['TA803', 'RM803', 'RM805', 'RM807', 'RM808', 'RM809', 'TA804', 'RM811', 'SR905', 'SR901']"
478,2018-03-07,"['SM811', 'SM812', 'SM810', 'RM803', 'RM805', 'RM807', 'CY809', 'RM808', 'RM809', 'RM811']"
479,2018-03-08,"['RM803', 'CY809', 'RM807', 'RM805', 'RM808', 'RM809', 'CF811', 'RM811', 'CY807', 'CY806']"
480,2018-03-09,"['CY809', 'RM807', 'CY807', 'CY806', 'ZC901', 'ZC811', 'AP807', 'CY803', 'CY804', 'CY810']"
481,2018-03-12,"['CF901', 'CY809', 'CY807', 'CY806', 'RM811', 'RM901', 'AP807', 'CY810', 'CY803', 'CY804']"
482,2018-03-13,"['SM812', 'SM811', 'WH807', 'RS809', 'WH809', 'MA807', 'MA806', 'MA805', 'RS811']"
483,2018-03-14,"['CY807', 'CY806', 'SM812', 'SM811', 'CY809', 'CY810', 'CY803', 'CY804', 'CY812', 'CY811']"
484,2018-03-15,"['CY807', 'CY806', 'CY810', 'CY809', 'CY804', 'CY812', 'CY811', 'CY901', 'OI901', 'WH807']"
485,2018-03-16,"['CY807', 'CY806', 'CY810', 'CY809', 'CY804', 'CY812', 'CY811', 'CY901', 'AP901', 'OI805']"
486,2018-03-19,"['CY807', 'CY806', 'CY810', 'AP807', 'CY804', 'CY812', 'CY811', 'CY901', 'AP901', 'AP811']"
487,2018-03-20,"['AP807', 'AP805', 'AP901', 'AP811', 'AP812', 'AP810', 'SR907', 'OI805', 'RS809', 'ZC810']"
488,2018-03-21,"['CY807', 'CY806', 'CY810', 'AP807', 'CY804', 'CY812', 'CY811', 'CY901', 'FG804', 'MA806']"
489,2018-03-22,"['CY807', 'CY806', 'CY810', 'AP807', 'CY804', 'CY812', 'CY811', 'AP805', 'CY901', 'MA806']"
490,2018-03-23,"['CY807', 'CY806', 'CY810', 'AP807', 'CY804', 'CY812', 'CY811', 'CY901', 'AP901', 'AP811']"
491,2018-03-26,"['CY807', 'CY806', 'CY810', 'AP807', 'CY804', 'CY901', 'CY812', 'CY811', 'AP901', 'AP811']"
492,2018-03-27,"['CY810', 'AP807', 'CY804', 'CY811', 'CY901', 'CY812', 'AP901', 'AP811', 'AP812', 'AP810']"
493,2018-03-28,"['CY807', 'CY810', 'CY806', 'CY811', 'CY812', 'CY901', 'CY804', 'AP901', 'AP811', 'AP812']"
494,2018-03-29,"['CY810', 'CY807', 'CY806', 'CY811', 'CY812', 'CY901', 'CY804', 'AP901', 'AP812', 'AP811']"
495,2018-03-30,"['CY810', 'CY901', 'CY811', 'CY812', 'CY804', 'AP901', 'AP812', 'AP811', 'AP810', 'CY808']"
496,2018-04-02,"['CY901', 'FG804', 'SF804']"
497,2018-04-03,"['AP901', 'AP812', 'AP811', 'AP810', 'MA805', 'FG804', 'RS811', 'MA804', 'OI811', 'SR805']"
498,2018-04-04,"['AP805', 'RM811', 'FG804', 'RM901', 'RS811', 'OI811', 'TA810', 'SF804', 'SF805', 'SF808']"
499,2018-04-09,"['RM811', 'RI811', 'CY805', 'RM901', 'FG804', 'OI811', 'OI809', 'TA810', 'TA811', 'TA807']"
500,2018-04-10,"['CY901', 'AP812', 'AP901', 'AP811', 'RM811', 'RM901', 'CY805', 'RM809', 'RM807', 'RM808']"
501,2018-04-11,"['CY901', 'CY811', 'CY812', 'AP812', 'AP901', 'AP811', 'AP810', 'RM811', 'RM901', 'RM809']"
502,2018-04-12,"['CY901', 'CY811', 'CY812', 'AP812', 'AP901', 'AP811', 'AP810', 'AP805', 'RM811', 'RM901']"
503,2018-04-13,"['CY901', 'CY811', 'CY812', 'AP812', 'AP901', 'AP811', 'AP810', 'CY902', 'RM901', 'CY805']"
504,2018-04-16,"['CY901', 'AP901', 'AP812', 'CY811', 'CY812', 'AP811', 'AP810', 'CY902', 'FG804', 'CY805']"
505,2018-04-17,"['CY901', 'AP901', 'AP812', 'AP811', 'CY811', 'AP810', 'CY812', 'CY902', 'CY805', 'SM812']"
506,2018-04-18,"['AP901', 'AP812', 'AP811', 'AP810', 'SM812', 'SM811', 'SM810', 'RM808', 'SM806', 'SM805']"
507,2018-04-19,"['AP901', 'AP812', 'AP811', 'AP810', 'SM812', 'SM811', 'SM810', 'RM811', 'RM901', 'RM807']"
508,2018-04-20,"['AP901', 'AP812', 'AP811', 'AP810', 'SM812', 'SM811', 'SM810', 'RM811', 'RM807', 'SM807']"
509,2018-04-23,"['CY812', 'AP901', 'AP812', 'AP811', 'AP810', 'CY806', 'SM812', 'SM811', 'SM810', 'SM807']"
510,2018-04-24,"['CY901', 'CY811', 'CY812', 'AP901', 'AP812', 'AP811', 'CY806', 'AP810', 'SM812', 'SM811']"
511,2018-04-25,"['CY812', 'AP901', 'AP812', 'CY811', 'AP811', 'CY806', 'AP810', 'SM812', 'SM811', 'SM810']"
512,2018-04-26,"['AP901', 'AP812', 'CY806', 'AP811', 'CY812', 'AP810', 'SM812', 'SM811', 'SM810', 'CY805']"
513,2018-04-27,"['AP901', 'AP812', 'AP811', 'CY806', 'AP810', 'SM812', 'SM811', 'SM810', 'AP807', 'SF809']"
514,2018-05-02,"['AP901', 'AP812', 'AP811', 'AP810', 'AP807', 'AP805', 'SF809', 'SF807', 'SF901', 'SM902']"
515,2018-05-03,"['AP901', 'AP812', 'AP811', 'AP810', 'AP807', 'AP805', 'SF901', 'SF806', 'SF807', 'MA805']"
516,2018-05-04,"['AP901', 'AP812', 'AP811', 'AP810', 'AP807', 'AP805', 'SM807', 'SF809', 'SF901', 'SF805']"
517,2018-05-07,"['AP807', 'AP805', 'SF809', 'SF901', 'SF810', 'SF805', 'CF901', 'SF811', 'SF806', 'SF807']"
518,2018-05-08,"['AP811', 'AP807', 'AP810', 'SF809', 'SF901', 'SF810', 'CF901', 'SF811', 'CF903', 'SF805']"
519,2018-05-09,"['AP903', 'AP901', 'AP812', 'AP811', 'CY806', 'AP805', 'AP810', 'SF809', 'SF901', 'SF810']"
520,2018-05-10,"['AP903', 'AP901', 'AP812', 'AP811', 'AP805', 'AP807', 'AP810', 'SF809', 'SF901', 'SF812']"
521,2018-05-11,"['AP903', 'AP901', 'AP812', 'AP805', 'AP807', 'AP811', 'AP810', 'CY806', 'SF812', 'CF903']"
522,2018-05-14,"['AP805', 'AP807', 'AP811', 'AP810', 'SF812', 'SF810', 'CF903', 'CF901', 'SF811', 'SF903']"
523,2018-05-15,"['AP903', 'AP901', 'AP807', 'AP812', 'AP805', 'AP811', 'AP810', 'SF812', 'SF809', 'CF903']"
524,2018-05-16,"['AP807', 'AP903', 'AP901', 'AP812', 'AP811', 'AP810', 'SF812', 'SF809', 'SF810', 'SF901']"
525,2018-05-17,"['AP807', 'AP812', 'AP901', 'AP811', 'AP810', 'SF812', 'CF903', 'CF901', 'SF901', 'SF810']"
526,2018-05-18,"['AP812', 'AP811', 'AP810', 'SF812', 'CF903', 'CF901', 'CY903', 'CF811', 'CF809', 'SF903']"
527,2018-05-21,"['AP807', 'AP811', 'AP810', 'CF903', 'CF901', 'CY902', 'CY903', 'CY810', 'CF811', 'CF809']"
528,2018-05-22,"['AP811', 'AP810', 'CY810', 'CY902', 'CY903', 'CF903', 'CF901', 'CY812', 'CY808', 'CF811']"
529,2018-05-23,"['CY810', 'CY903', 'CY902', 'AP811', 'CY806', 'AP810', 'CY812', 'CF903', 'CY901', 'CY808']"
530,2018-05-24,"['CY810', 'CY903', 'CY902', 'CY812', 'CY806', 'AP811', 'CY901', 'AP810', 'CY808', 'CY811']"
531,2018-05-25,"['CY810', 'CY903', 'CY902', 'CY901', 'CY808', 'CY809', 'CY807', 'CF811', 'OI809', 'OI901']"
532,2018-05-28,"['CY902', 'CY903', 'CY808', 'CF903', 'CF901', 'CF811', 'CF809', 'CF807', 'TA806', 'OI811']"
533,2018-05-29,"['CY902', 'CY808', 'CF903', 'CF901', 'CF811', 'OI811', 'TA810', 'SR907', 'ZC806', 'WH811']"
534,2018-05-30,"['CY903', 'CY902', 'CY810', 'CY812', 'CY808', 'CY806', 'CY901', 'CY809', 'CY811', 'CY807']"
535,2018-05-31,"['CY903', 'CY902', 'CY810', 'CY812', 'CY808', 'CY901', 'CY806', 'CY809', 'CY811', 'CY807']"
536,2018-06-01,"['CY903', 'CY810', 'CY808', 'CY812', 'CY806', 'CY901', 'CY809', 'CY811', 'CY807', 'CF903']"
537,2018-06-04,"['CY903', 'CY810', 'CY812', 'CY809', 'CY806', 'CY901', 'CY807', 'CF903', 'CF901', 'CF811']"
538,2018-06-05,"['CY903', 'CY902', 'CY810', 'CY812', 'CY806', 'CY901', 'CY807', 'CF903', 'CF901', 'CF811']"
539,2018-06-06,"['SM903', 'WH811', 'WH807', 'WH809', 'WH901', 'FG809', 'FG903', 'FG901', 'FG812', 'FG807']"
540,2018-06-07,"['CY808', 'SM806', 'SM808', 'SM810', 'SM809', 'SM903', 'WH811', 'WH807', 'WH809', 'WH901']"
541,2018-06-08,"['WH811', 'WH901', 'WH807', 'WH809', 'FG809', 'FG901', 'FG810', 'FG903', 'FG904', 'FG902']"
542,2018-06-11,"['SM806', 'SM810', 'SM808', 'SM809', 'SM903', 'WH811', 'FG809', 'FG901', 'FG810', 'FG903']"
543,2018-06-12,"['SM806', 'SM810', 'SM808', 'SM809', 'SF903', 'SM903', 'SF904', 'WH811', 'WH901', 'FG809']"
544,2018-06-13,"['SM806', 'SM810', 'SM808', 'SM809', 'SF903', 'SF904', 'SM903', 'SM901', 'FG809', 'FG901']"
545,2018-06-14,"['SM806', 'SM810', 'SM807', 'SM809', 'SM808', 'SM903', 'SM901', 'WH901', 'FG810', 'SF811']"
546,2018-06-15,"['SM810', 'SM809', 'SM807', 'SM808', 'SM903', 'SM901', 'WH901', 'SF811', 'FG810', 'FG904']"
547,2018-06-19,"['SM810', 'SM809', 'SM808', 'SM807', 'SM903', 'SM901', 'FG810', 'FG809', 'FG901', 'FG904']"
548,2018-06-20,"['SM810', 'SM809', 'SM808', 'SM807', 'RS809', 'FG810', 'FG809', 'FG904', 'FG901', 'FG902']"
549,2018-06-21,"['SM810', 'SM809', 'SM808', 'SM807', 'RS809', 'RS811', 'FG904', 'FG902', 'ZC807', 'ZC808']"
550,2018-06-22,"['SM810', 'SM809', 'SM808', 'SM807', 'SM903', 'SF904', 'RS809', 'RS811', 'SM902', 'ZC808']"
551,2018-06-25,"['SM810', 'SM809', 'SM808', 'SM807', 'SM903', 'SF904', 'SM901', 'WH811', 'RS809', 'RS811']"
552,2018-06-26,"['SM810', 'SM809', 'SM807', 'SM808', 'SM903', 'SM901', 'RS809', 'SM902', 'RS811', 'SF811']"
553,2018-06-27,"['SM810', 'SM809', 'SM807', 'SM808', 'SM903', 'SM901', 'SM902', 'SF811', 'SF812', 'SF808']"
554,2018-06-28,"['SM807', 'RS809', 'RS811', 'SF811', 'SF812', 'SF808', 'MA901', 'SF810', 'SF807', 'MA809']"
555,2018-06-29,"['SM810', 'SM809', 'SM807', 'SM808', 'AP810', 'AP901', 'AP903', 'AP812', 'AP811', 'SM903']"
556,2018-07-02,"['SM810', 'SM809', 'AP810', 'AP901', 'AP903', 'AP811', 'AP812', 'SM903', 'SM901', 'SM902']"
557,2018-07-03,"['AP810', 'AP901', 'AP903', 'AP811', 'AP812', 'SM901', 'SM902', 'SM812', 'SF808', 'SM904']"
558,2018-07-04,"['AP810', 'AP901', 'AP811', 'AP812', 'AP903', 'AP905', 'SF902', 'RM901', 'RM811', 'TA807']"
559,2018-07-05,"['RM901', 'SF810', 'TA807', 'RI903', 'TA808', 'RI807', 'RI901', 'RI809', 'RM809', 'TA810']"
560,2018-07-06,"['SF810', 'TA808', 'RI807', 'RI901', 'TA811', 'TA812', 'PM807', 'PM809', 'PM811', 'PM901']"
561,2018-07-09,"['RS809', 'RS811', 'TA812', 'TA902', 'RI903', 'RI807', 'RI901', 'RI809', 'RI905', 'TA903']"
562,2018-07-10,"['SF808', 'SF807', 'TA810', 'TA807', 'TA809', 'TA808', 'TA811', 'TA812', 'TA902', 'TA901']"
563,2018-07-11,"['TA810', 'TA807', 'TA809', 'SM812', 'TA808', 'TA811', 'TA812', 'TA902', 'TA901', 'TA903']"
564,2018-07-12,"['TA810', 'TA807', 'TA809', 'TA808', 'TA811', 'TA812', 'RM808', 'PM807', 'PM905', 'PM903']"
565,2018-07-13,"['TA810', 'TA808', 'RM808', 'PM807', 'PM905', 'PM903', 'MA811', 'TA904', 'MA901', 'MA812']"
566,2018-07-16,"['TA808', 'SF904', 'TA812', 'TA901', 'RM808', 'MA809', 'MA808', 'TA904', 'MA901', 'MA903']"
567,2018-07-17,"['TA808', 'TA811', 'RM808', 'TA812', 'TA901', 'TA902', 'TA903', 'TA905', 'MA808', 'RM811']"
568,2018-07-18,"['RM808', 'TA902', 'MA808', 'RM809', 'RM811', 'RM905', 'FG810', 'LR809', 'LR811', 'LR903']"
569,2018-07-19,"['TA808', 'TA902', 'MA808', 'LR809', 'LR811', 'LR903', 'FG810', 'LR901', 'CY902', 'CY809']"
570,2018-07-20,"['TA808', 'TA810', 'TA809', 'TA811', 'TA812', 'TA901', 'TA902', 'MA808', 'MA810', 'TA903']"
571,2018-07-23,"['TA808', 'TA811', 'TA812', 'TA901', 'TA902', 'MA808', 'TA905', 'TA903', 'MA809', 'MA810']"
572,2018-07-24,"['TA808', 'TA810', 'TA811', 'TA812', 'TA901', 'TA902', 'MA808', 'TA905', 'TA903', 'LR809']"
573,2018-07-25,"['TA808', 'TA809', 'TA810', 'TA811', 'TA812', 'TA901', 'TA902', 'MA808', 'LR903', 'LR809']"
574,2018-07-26,"['TA808', 'CY809', 'TA811', 'TA812', 'TA901', 'TA902', 'SM903', 'MA808', 'SM904', 'TA905']"
575,2018-07-27,"['TA808', 'CY809', 'TA811', 'TA812', 'TA901', 'SM903', 'TA902', 'SM904', 'CY811', 'CY812']"
576,2018-07-30,"['TA808', 'CY809', 'TA812', 'TA811', 'TA901', 'TA902', 'SM903', 'CY812', 'CY811', 'CY810']"
577,2018-07-31,"['TA808', 'CY809', 'TA809', 'TA812', 'TA811', 'CY810', 'CY811', 'CY812', 'TA901', 'TA902']"
578,2018-08-01,"['TA808', 'CY809', 'CY812', 'CY811', 'CY810', 'TA809', 'TA812', 'TA811', 'TA901', 'CY901']"
579,2018-08-02,"['TA808', 'CY809', 'CY901', 'SM808', 'CY812', 'CY811', 'CY810', 'TA809', 'TA812', 'TA811']"
580,2018-08-03,"['TA808', 'CY809', 'SM808', 'CY901', 'TA809', 'CY811', 'CY810', 'CY812', 'CY903', 'TA810']"
581,2018-08-06,"['TA808', 'CY809', 'SM808', 'TA809', 'CY901', 'AP812', 'TA810', 'TA811', 'CY903', 'TA812']"
582,2018-08-07,"['TA808', 'CY809', 'SM808', 'AP812', 'TA809', 'AP811', 'TA810', 'TA811', 'AP901', 'CY905']"
583,2018-08-08,"['TA808', 'CY903', 'CY809', 'SM808', 'CY901', 'AP812', 'AP811', 'TA809', 'CY904', 'AP810']"
584,2018-08-09,"['CY903', 'CY809', 'CY904', 'TA808', 'SM808', 'CY901', 'CY906', 'AP812', 'AP811', 'CY902']"
585,2018-08-10,"['CY903', 'CY904', 'TA808', 'CY906', 'CY809', 'CY902', 'CY901', 'AP810', 'TA809', 'TA811']"
586,2018-08-13,"['CY904', 'CY903', 'CY906', 'TA808', 'CY902', 'SM808', 'CY809', 'TA809', 'TA810', 'TA811']"
587,2018-08-14,"['TA808', 'CY809', 'AP810', 'TA809', 'AP903', 'TA810', 'AP901', 'TA811', 'AP905', 'TA812']"
588,2018-08-15,"['AP810', 'CY809', 'AP812', 'AP811', 'TA809', 'AP903', 'AP901', 'TA810', 'TA811', 'AP905']"
589,2018-08-16,"['TA809', 'AP810', 'AP812', 'AP811', 'AP903', 'TA810', 'CY809', 'TA811', 'AP901', 'AP905']"
590,2018-08-17,"['TA809', 'AP810', 'TA810', 'AP812', 'AP811', 'TA811', 'AP905', 'AP901', 'TA812', 'TA901']"
591,2018-08-20,"['TA809', 'AP810', 'TA810', 'AP811', 'AP812', 'AP903', 'TA811', 'AP905', 'CY906', 'AP901']"
592,2018-08-21,"['TA809', 'AP810', 'TA810', 'TA811', 'AP811', 'AP812', 'AP903', 'AP905', 'CY906', 'AP901']"
593,2018-08-22,"['CY904', 'CY903', 'TA809', 'TA810', 'AP810', 'TA811', 'CY902', 'AP811', 'AP812', 'AP903']"
594,2018-08-23,"['CY904', 'TA809', 'CY903', 'TA810', 'TA811', 'CY902', 'AP810', 'TA812', 'AP811', 'TA901']"
595,2018-08-24,"['CY904', 'TA809', 'TA810', 'TA811', 'CY903', 'TA812', 'CY902', 'TA901', 'TA902', 'TA903']"
596,2018-08-27,"['CY904', 'SM811', 'OI905', 'FG904', 'FG905', 'FG901', 'RM809', 'FG906', 'FG903', 'ZC809']"
597,2018-08-28,"['TA809', 'TA810', 'TA811', 'TA902', 'SF903', 'SF902', 'FG904', 'FG905', 'FG906', 'FG901']"
598,2018-08-29,"['TA809', 'TA810', 'TA811', 'TA812', 'TA901', 'TA902', 'TA903', 'TA904', 'TA905', 'TA906']"
599,2018-08-30,"['TA809', 'TA810', 'TA811', 'TA812', 'TA901', 'TA902', 'TA903', 'TA904', 'TA905', 'TA906']"
600,2018-08-31,"['TA809', 'TA810', 'TA811', 'TA812', 'TA901', 'TA902', 'TA903', 'TA904', 'TA905', 'TA906']"
601,2018-09-03,"['TA809', 'TA810', 'TA811', 'TA812', 'TA901', 'TA902', 'TA903', 'TA904', 'TA905', 'TA906']"
